username,full_text
kamakiho,kuliah guru mahal gaji honorer jam sedikit tugas administrasi terlalu banyak pns alur sulit sertifikasi prajabatan harus kulih dengan biaya hidup sedikit pas prajabatan guru ppl sekolah tidak gaji pppk tidak dapat pensiun
dnxkalzxl,realitanya memang sekarang guru asn lingkung bisa hitung pake jari  honorer teman saja 4 bulan gaji turun
hirahoon,gambar hidup cuma dalem bubble padahal guru asn berapa si jumlah banding sama honorer gaji 800 bulan paling kota gede banyak yang 500 ih itu 3 bulan
17shingibanggi,didik indonesia lebih rata moga kemendikbud sering ngubah kurikulum malah bingung siswa guru moga guru khusus guru honorer lebih harga aspek apa masuk aspek gaji karna ada hidup didik
urmatchatalk,sehat guru honorer beban banyak gaji underpaid
Over_Think_85,gaji guru asn tunjang sertifikasi sangat hasil kurang mungkin yang status honorer status honorer memang polemik sudah larang sejak lama perintah pusat diada-adakan perintah daerah
ChewbaccaSmom,pija hat rugi mencak mencak kartap ganti outsourcing gaji guru honorer masuk akal dam banyak diem emang enak banget makan duit haram hasil ngebajer wih mantap jangan lupa abis pura pura tobat
wahyudithog,percaya kampung guru jadi kerja idam masih banyak honorer gaji tak berapa
sextratime,lihat komen ig guru honorer ngeluh gaji cuma 700 ribu yang reply pokok nyesuain gaya hidup kamu
zevratycos,memang niat guru honorer ngabdi ngapain ribut masalah gaji tidak kuat ngapain maksa
Pret2310,teman academic manager satu guru sekolah international solo workload gede worth dengan gaji enjoy tuh teman staf honorer sd negeri gaji kecil nyantai workload juga upil
Mambinie12,bener gaji bawah 500 pikir mana bakal susah tahan 1 bulan miris banget gaji guru honorer banding usaha tiap hari semangat semua guru moga semua selalu beri berkah mudah
royalsq3kpau,kayak negara bangkrut ngasih gaji umr guru honorer medit banget dah
yogaaryow,tuju duit tidak yang mau kelola apa gaji guru p3k 3 juta jateng pns gantung golong kelas kepala sekolah mentok 5 juta apa guru bawah apa honorer
achaziraa,tidak usah ngomong gaji 20 juta dulu deh jauh perintah sampe sekarang ngebiarin sekolah sekolah kurang guru sampe kerja guru honorer gaji jauh kata manusiawi
Tribun_Ternate,kadikbud malu utara janji tetap juang gaji guru honorer belum bayar
dariguruhonorer,ngapain maksa buzzer si gaji segitu mending gojek lebih banyak dapetnya masih banyak kerja yang lebih hasil mau bilang buzzer mau bilang beneran
Tribun_Ternate,kadikbud malu utara janji tetap juang gaji guru honorer belum bayar
supersabroman10,tau banyak guru honorer karna angkat guru tetap karna sekolah mampu bayar gaji tapi sekolah butuh tenaga sedang negara ngangkat jadi guru pns tidak harus negara laku guru sampai paham
Pret2310,simpel boruto banyak guru honorer terima faktor dalam karena guru banyak tidak bagi ngajar ada cuma staf pustaka duduk doang kerja ngarep gaji tinggi
zevratycos,ngapain maksa guru honorer si gaji segitu mending gojek lebih banyak dapetnya masih banyak kerja yang lebih hasil mau bilang guru mau bilang pinter
Lidyamuu,turut hapus profesi guru honorer jenis profesi guru honorer sama sekali manusiawi segi gaji bikin atur minimal gaji guru umk deh syarat rekrutmen perlu perhati jangan baru lulus sma suruh ngajar
aziima27,guru honorer gaji 300 ribu 3 bulan ngajar ahli finansial mana bisa ngatur
Raden__Ontoseno,betul sumpah gaji guru honorer sekolah tuh serendah asli makan harus naik gaji guru sendiri hanya didik itu dulu
_sleepwalk1ng_,tau kan dulu masalah guru gaji kecil apa yang honorer masak gin harus kasih tau mau edukasi literasi uang kayak apa kalau gaji kecil tidak mempan tetap kurang emosi jadi
gabus_boy,bom lantik ukt tinggi rerata anak pegawai guru dulu masalah tetap sama rerata korban ukt tinggi anak guru entah honorer pns kampus mandang guru gaji gede padahal nyata bawah 3 juta sudah lama banget belum jaman jokowi
gabus_boy,tulis salah nyindir jabat jangan tulis miskin larang sarjana banyak ke trigger tulis jangan guru ukt mahal memang anak guru ukt ugal an gaji guru under 3 juta honorer ukt anak kena imbas 3 juta-
putralamaholot,uu desa baru sebut selain gaji kepala desa uang pensiun hingga bpjs ini gambar betapa bodoh wakil rakyat di dpr mreka buat uu mengakomodir penting politik guru honorer tenaga sehat vital acuh
dariguruhonorer,gaji 450 ribu solusi literasi uang
shylvermist,investasi didik bangun fasilitas rata adil seluruh wilayah indonesia tingkat sejahtera hidup guru sekarang miris sekali lihat gaji guru honorer amat kecil padahal peran besar maju bangsa indonesia
dokumenapaaja,terus makan batu hahaha gaji honorer guru sempat dengar langsung orang cuma 350000 maksimal 900000 bulan cobain dah situ hidup 900000 bulan istri 1 anak
bimasoy,tau gaji guru honorer masih muda cara pikir kaya cetak 70an
bebas_l,maaf 42 semua guru masuk honorer hanya asn akar masalah honorer gaji kecil jam ajar biasa rata 25 ribu asn biasa status sosial gaji habis potong gadai sk pnsnya
shiningtosca,kurikulum ada sekarang diterapin benar tuh hasil bagus cuma jadi bagus soal bare minimum penuh fasilitas gaji guru honorer timpang jumlah siswa guru
adeaahmad_a,solusi gaji guru honorer nyari samping kayak lebih tepat guru yang jadi kerja samping
knpharuspeduli,gaji orang guru honorer kota kisar rupiah 1500000 - rupiah 2000000 di kota kecil hanya banyak rupiah 300000 - rupiah 1000000 lagi guru beban urus administrasi banyak lain apresiasi gaji orang guru tidak padan
yogsgakuy,tau gaji guru honorer bang kali nganggap gaki guru honorer tara umr cikarang wajar opini kaya gin sudah tau opini tetap kaya gin sih kek jual malam
Teguh606Tk,moment didik capai an apa tri guru honorer banyak gaji bawah umr tak sangkal ada indeks pinjam pinjol 45 nya guru apa miris susah lelah didik berfikir samping
Tribun_Ternate,sekprov malu utara pasti tunggak gaji guru honorer bayar
bujang_lapuk10,salah instrumen dana bos buat gaji guru honorer mau sunat
tribungaruda12,guru honorer gaji 300 ribu ada laku aksi sampah begini
IsM31577000,sedang pikir bijak naikin gaji guru honorer perata umr jam kerja pegawai swasta
KucingMermud,teriak gaji emaknya cuma 3juta ratus sekian mantan honorer kalian akan tau strugglenya guru honorer orang tua kalian guru honorer mamak besar 2 anak status baru angkat pppk sudah capai banget
sijuarakelas_,rata wasit tarkam iku guru honorer jas ambil sertifikat lisensi wasit lumayan gawe samping jadi hasil wasit lewih gede timbang gaji guru
akurajinnapas,kau tau gaji guru honorer kan lebih baik diam
tofanprasetia,gaji guru honorer manusiawi tuju indonesia cemas 2045
anakmamamaniez,nadiem tidak gaji honorer guru swasta sama kaya umr jakarta
anakmamamaniez,yang salah guru honorer sekolah swasta gaji 1 2 hari kurang semua nya sudah serba naik
Jolipool1,tuh gaji pegawai pajak gila njomplang banget sama gaji pns apa yang guru apa kalau guru honorer viralin dong
fahirawin,kira nanyain gaji guru honorer
D12khard,1 apa kabar kurikulum merdeka 2 apa kabar gaji guru honorer 3 apa kabar ganti seragam 4 apa kabar naik ukt unsoed selamat datang lanjut selamat datang peras
Guruhonorers,gaji asn 2 3 juta ukt 20 30 juta gimana mau kuliahin anak apa yang cuma guru
janghannaaa,sejak anak sekolah sama kepala dusun disaranin anakaku dimasukin dtks kata bisa dapet pkh kip beliau ngeliat yang cuma guru honorer gaji 500 ribu sama suami kerja pabrik air kondisi begini aku tidak mau ambil takut makan hak
namintan,yang mampu beli yang bidikmisi kipk guru honorer gaji 300 ribu bulan recommended
FHISIP172393,info guru honorer gaji jauuuuh bawah umk kasihan guru honorer paksa pilih 02 gaji kecil ancam tipu
Suryo52573671,nyemoni awak dewe wis rodo bileng mumet sirah apa faktor usia tambah rada memble statementnya bakal hadap bagai soal negara depan ndak makan siang gratis gaji guru honorer naik
zanatul_91,unesco data mana yah gaji guru indonesia rata 8-9 juta bulan jobstreet 2023 tulis rata gaji guru indonesia 2 4 juta guru honorer masuk hitung kalaupun iya 8-9 juta tetap lebih rendah guru kamerun kenya senegal
seokhasbeenhere,honorer kak memang gitu hitung gaji honorer anggar bos misal 20 guru honor 20 bagi makin banyak honorer makin sedikit per orang
candide09,beberapa daerah sekolah gratis sayang program sekolah gratis program populis kepala daerah paham dunia didik dengan anggar sangat mepet salah dampak besar gaji guru utama guru honorer tidak manusiawi
NandaazNafa,nilai gaji guru cuman mulut tetangga coba langsung yang guru apa guru honorer biar tau
PostTweet12,ganti guru sakit 20 bulan gaji waktu ku minta kata si guru sebut tidak mau bayar ponakan guru sebut bilang gaji nya potong 15 juta tiap bulan nya guru honorer ganti sdg tidak pernah terima uang nya
dariguruhonorer,gaji guru dosen kan dah banyak banget usah cari masalah sama menteri apa keluarga
emeronLovelyUV,jere misan ku gaji guru honorer 1 bulan harga 3 bolu tart jadul meanwhile bikin tart jadul 2 jam an kelar
sasiramadhan_,besok tanggal 2 kayak terima gaji perlu foto untuk bukti nek gaji guru honorer horor
cryslutt666,guru honorer gaji honorer berapa geng tau sendiri kan losdol bos aku harap kipk lolos sih ya gawe bos part time menuhin butuh sendiri dulu sih biar beban banget proud sama mom biayain aku lama
nblkimm,geden gaji art atas daripada gaji guru honorer
Guruhonorers,yah banyak mahasiswa nerima kip mobil alphard lexus pajero lain gaji ortunya memang sampe umr anak bilang usaha online ortunya tidak kedetect sama gaji samping ortunya cuma guru yang gaji 200 300 ribu
dariguruhonorer,bener bulek guru pkn cocok samean penak kerjo nek pabrik ding gaji umk
Bakdaimsak,nilai mana guru honorer gaji cuma 350 ribu bulan
toddysolo79,alhamdulillah kerja gaji gede tutup mata sejahtera guru memang apa sejahtera guru apa guru honorer
dariguruhonorer,sender ayo mutualan guru honorer mungkin cocok hidup sengsara gaji di rapel bulan
BlogBayuWin,alas hal bisa jadi 1 gaji guru cenderung kecil utama masih honorer apa guru bayar rapel borong tiga bulan cashflosw ancur siapa yang kasih pinjam pinjol bank mana mau guru honorer kasih pinjam
kentuuuth,mending naikin gaji guru guru apa guru honorer kata cuman gaji 300 ribu bulan gimana cara tahan hidup gaji kecil hebat sih yang tahan bahkan saat harga bahan pangan pasar pada naik
heyraaraa,gaji guru honorer gede kok
HendikC61588,itu kan jelas tsnya nulis perintah naikin gaji guru arti pns swasta wajib perintah yayasan honorer kan pegawai tetap kalau mau salahin salahin tsnya spesifik maksud
HendikC61588,kalau memang gitu tsnya suruh ngerevisi dia cuma bilang naikin gaji guru ya embel honorer
HendikC61588,memang pns memang tsnya bilang gaji honorer enggan kan tsnya bilang naikin gaji guru
HendikC61588,apa postinganya cuma guru honorer enggan kan guru gaji pokok tunjang 4 juta sd 5 juta tambah sertifikasi 1 terima bulan rata 8 juta ngelesi ceper buku lain
Sean_Alma,arti gaji guru honorer 05 digit
amang_utuh70,gaji guru indonesia gantung golong jabat apa sekolah bila sertifikasi lumayan atas 6 juta miris bila status guru honorer cuma kisar 250 ribu maksimal 500 ribu itu bayar rapel tiap bulan
sandicalla,cuma tulis guru ram kadang terang guru pns honorer turut benar besar persentase nya gaji guru tuh sedikit bahkan pns itu kadang banyak pikir kuliah aja pns nih paling mahal uktnya
wilkmixwell,ngajar sekolah swasta yang lokasi desa gaji guru honorer dapat pasu spp spp 70-90 ribu siswa tidak banyak uang kumpul bagi ngegaji guru 3 dapat tambah perintah sih tetap bawah 1 juta
meowmeow18_,nadiem makarim kemendikbud butuh gaji guru pns pak guru honorer butuh gaji 100-350 ribu cukup pak bu makan hari tolong beri gaji layak
dariguruhonorer,bayangin di reply sama guru honorer komen di bales suruh kasih masuk konkret gaji kecil miskin selubung palak pajak suruh mikir negara
wilkmixwell,gaji guru honorer sekolah swasta yayasan andal dapat spp siswa kalau spp sedikit gaji guru sedikit memang tambah donatur yayasan nunggu 3 baru intensif pemkab intensif tidak 1 juta
jyhooniee,tes cpns susah batas usia aduh susah ngomong sama model begini gws deh moga situ ngerasain guru honorer anak saja deh yang jadi guru honorer biar tau jadi guru honorer gaji berapa selalu nyinyir orang minim kaya
ifhuangrenjun,iya 300 ribu gaji ibu guru honorer sma lama 6 bulan
naonsiiie,guru honorer pov berapa gaji 500 tante ih kecil padahal lulus s1 suami ijazah smk tembak bisa masuk usaha gaji 3 juta an lebih sejak itu ada nanya gaji jawab cukup butuh hari
ViralHot5,ingat naik gaji guru honorer sesuai umk minimal 2 juta andai umk nya rendah tetap yang 2 juta bulan nya
Pasgor_16b,nyimpan video sih ingat banget bicara hasyim beliau suruh rekam selamat para guru asn guru ptt guru honorer naik gaji paling panjang sejarah
AriiWibowo18129,mungkin beberapa sekolah jumlah siswa banyak mencover gaji semua guru dengan layak apaka semua sekolah milik siswa banyak harap dapat perhati perintah dan ubah kami guru honorer
AriiWibowo18129,presiden wakil presiden baru koalisi indonesia maju harap bapak juga pikir maju para guru honorer yang juang cerdas anak bangsa sungguh tidak di kata dengan gaji ikhlas nya
ardxre,well yes gaji semua potong terus kasih guru honorer
EmakSoleha,guru baru tau apa mungkin guru honorer karena tau sendiri indonesia guru honorer gaji 3 bulan sekali tidak salah turunya
senjaakuntukamu,valid guru rupa pahlawan tanda jasa apa guru honorer kaya harga diri gaji tidak pakai logika gaji gede oknum jabat yang itu tuh
hujanyangturun_,gaji gede gimana rela coba gaji nya kaya guru honorer paling masalah malah bantu nyiram bensin
retnosetyow4t,padahal lulus gaji honorer guru nyampai umr
mrimazzz,bom dana bos tilep oknum makin dikit dah gaji guru honorer
aslich,gaji lc guru honorer negara apa gitu
ferryeren,naikin gaji guru honorer teriak
qentrunx,indonesia guru sd status honorer gaji umr
del_paijo,jelas gaji guru honorer prihatin
an_eclipsee,gaji guru honorer 130 jam 2600000
NW1b0,ukt 44 juta lulus guru sd honorer haji 150 ribu jadi pns gol gaji 2 5 juta negera makin ngaco
MoennybN,guru honorer gaji 300 sd 400 ribu bulan
SundaGenXY,pernah guru honorer kerja serius gaji main alhamdulillah kerja tempat layak moga lulus akmil akpol sekolah dinas yang gaji jamin layak mikirin nasib guru kalian ambisius kuasa bisnis
helmi_stbd,yogyakarta sekolah swasta jumlah murid dari imbas sekolah kurang pasu biaya operasional bayar gaji guru layak guru honorer sekolah bayar rupiah 20 ribu satu jam ajar bila akumulasi gaji orang
menuksutrisno,allah lindung guru yang kena jerat pinjol gaji guru honorer bisa hidup layak aamiin mujibasailiin
akugaktuch,mana gede aku guru honorer ada gaji umr umr jogja kaget apa
riyanarthur,jelas lebih dari gaji guru honorer
Survive3Zombie,berita kata memang guru paling banyak libat pinjol guru honorer tau aja gaji guru honorer berapa asli sedih guru ingin lanjut didik salah syarat naik pangkat guru tetap jadi pinjol guna biaya didik
NADASM__,gaji guru honorer 1 jam 20 ribu tugas cerdas anak bangsa
kucilpung,perangah lihat gaji guru honorer yang 250 ribu bulan allah rabbi
51KDJ49YJH,sesuai banget sama gaji guru apa honorer tertawa
wafaplayground,bukan passion emang ngincer materi jangan ambil hitung 44 juta 8 352 juta gaji guru honorer sd swasta 1 5 juta biasa kota 352 15 234 bulan baru balik modal ukt doang kurleb 19 kayak nyicil kpr bom ngitung uang makan kos dana
khaaliidaa,lebih banyak gaji guru honorer bulan
terpanggil313,bisa argumen mental mentok karyawan otak cuma gaji gaji kurang untung gaji dokter guru honorer ketawa
OnlyFish69,guru honorer gaji 300 ribu rapel 3 bulan
rehan_bengsin,eh kata sbm ulang deh ukt segitu mending dokter swasta gaji guru sd kamu tau kan berapa apa honorer allah jangan mau pls
arkjalu,44 juta 8 semester tertawa lulus guru honorer gaji under 500 ribu aduh perih
lightbeautiful1,coba gaji guru honorer
rifqie_sch,ironi memang aku guru sd swasta desa pinggir gaji sekitar 500 bulan lihat lingkung sekitar honorer sdn lebih mending masalah banding umr rata kerja 8 jam hari jomplang
archvaaw,guru honorer 1 jam 8000 tertawa gede gaji lc
TheDarkHalcyon,gaji guru honorer tiap bulan bisa cuma 1 8 nya dah
tgyuubearr,lumayan 500 ribu minggu lebih sedih nya guru honorer sama tendik honorer mama guru honor gaji pokok cuma 200 ribu bulan staf 500 ribu bulan mah 1 minggu 500 ribu kali bulan 2 juta ya mumet ngurus 3 anak 1 2 mah mending
lasio88,heran sama guru honorer janji apa rela sampai tetap tahan gaji segitu terus gimana ngatur uang
sopesnoona,kak ampun kaya gin emang mending art gaji 2 4 juta bulan yah apa rumah gedong ngadem ac berangkat kerja pake seragam honorer biar kira kerja guru benar ngasuh anak
yumyluvv,dulu pas tau gaji guru honorer ngiranya gaji bisa sampe juta lebih tau
PanggilAyAja,bener bahkan lebih banyak untung jual pulsa bulan gaji guru honorer
getlouud,itu pasang capres cawapres pilih kan begini sampe pas tau gaji guru honorer rendah kaget
sosakanasimiwo,tidak perlu makan kan guru ngapain suruh ikhlas makan gaji apa apa yang honorer bulan 400 ribu bisa hidup
wapriliak,iya gila lebih gila gaji guru honorer
upilkelabu,on the other hand suka ndredeg lihat rate tertawa apa kalau inget gaji guru honorer satu ngajar ada tanggung dapetnya 1 kerja honorer bandingin cuma kaya adil hidup
xlvhlxv,aneh program makan siang sampai pakai dana bos terlalu banget gaji guru honorer berapa lagi makan siang
ravitaravita1,gaji guru honorer 500 ribu bulan ngurusin 28 anak 6 24 minggu
menbalbalan,miris indonesia gaji art lebih tinggi gaji guru honorer
andit002,ya indonesia dulu nyerah negara inggris belanda gitu ujung cuma jadi buruh ini indonesia yang megang belanda minimal gaji buruh rendah 2 digit ni tidak itu gaji nila guru honorer
reygultom82,bayang gaji guru honorer indonesiaberapa kali lipat 88 juta
LofiChetools,kenyataanya 22 lulus kuliah guru honorer gaji 2 juta 24 mulai berfikir gaji gin nikah cukup tidak 26 galau lanjut honoren resign 30 nekat nikah sama guru honorer 32 angkat ans 35 hutang 160 juta bank bangun rumah
bibitmecin,loh kaget lihat gaji guru honorer cuma anak guru 30 anak
Raizel_820,kalian pikir gila yang lebih gila gaji guru honorer 300 ribu bulan begitu moga guru lebih sejahtera depan
thef4cked,pikir profesi guru remeh banget pns guru golong nya juga pppk gaji guru kecil apa guru honorer biar apa ada golong terus gaji guru honorer kecil gitu kira guru honorer ngajar materi beda
kantidewirizq,pak oknum kepala sekolah motongin gaji guru honorer tindak kasih sanksi pindahin kaya henti kaya jangan panggil doang sama dinas tidak sanksi ku spill kepala sosial sd mana
Jenayass,apa sih ni suka banget ngabisin anggar gaji guru honorer ratus ribu bilangin anak buah
lawu_mountain,ppg bro guru lewat ppg jadi honorer gaji kecil
Anang1945,guru honorer indonesia hadap dilema kompleks 1 gaji rendah abdi pasti guru honorer sering terima gaji jauh layak meski abdi lama bas mereka paksa cari kerja samping tahan hidup
manipulativeisy,tara sama gaji honorer dalam kalimantan loh gaji segitu diri guru honorer
Anang1945,alfatihah doa semua guru honorer indonesia 1 guru honorer sering terima gaji jauh layak meski abdi lama bas bahkan puluh 2 paksa cari kerja samping tahan hidup
k00k3,makan gratis pakai dana bos gaji guru honorer makin
Kalibrasi100,wahai hakim mk tugas kalian mk dapat gaji bulan malu kalian guru honorer tugas kalian untuk dapat kaya jangan para koruptor jadi kalian wakil tuhan tegak adil
delightblueday,guru honorer gaji 1 juta bulan tanggung 5 1 kuliah 1 sekolah 1 balita 1 irt yang kerja cuma 1 listrik air kurleb 170 ribu wifi 348 ribu beras 10 kilo 170 ribu lebih sisa beli sayur lauk butuh hari diri sendiri ada
Insaninashiroh,guru honorer sudah abdi bas bahkan puluh beneran abdi gaji ada perlu sih angkat langsung ini kadang ken aku negara asn pun mungkin tinggal tahun pensiun
sarimsr_24,guru honorer sedih fakta memang iya gaji berapa kita guru honorer harus sabar ikhlas fakta orang lulus didik mau jadi guru tidak lulus didik pantas etik
Hadib1s4,ngeri saat gaji guru honorer bom prioritas
BambangSaragih3,padahal honorer guru negeri masuk pakai ordal eh gilir gaji kecil sok sok rasa sakit
yogazzzt,punya kawan pns amburadul penuh utang itu kawan guru honorer guru dedikasi tinggi gaji paling 600 ribu luar biasa sambi jual online juga jangan kalian pikir guru sekarang jelek
SukaSkinker,aku nanya kalian wanita kerja kantor gaji lumayan mau pacar guru honorer rujak padahal kan mau denger dapat realistis
absvrditas,ide siapa sih bikin masjid anggar gede siga kieu urgensi naon coba lebih urgen gaji guru honorer daerah nyaho teu nyaho mereuun madjid alun kurang badag ngepenting keun ego sih tadina meh dia ieu mesjid jieunan abi
ajieenya3,mah jawab nya ibu babeh dua nya guru honorer gaji pokok nya di bawah umr bisa nyimpen 8 juta semester ukt
ForgasSabo99,tertawa cara naik gaji jabat hahahahah apakabar gaji guru honorer tertawa
SuramaduJingga,jelang milu 2029 gaji naik guru honorer angkat 1 juta tahun
BukanMawar12,btw tau kalau kerja awat rata 700 ribu bulan sama kaya tukang tunggu fotocopyan gaji guru honorer 250 400 ribu bulan tertawa lebih ngenes apa salah kira kira negri wakanda
andy28694567,guru honorer kaya gaji 600-800 hak beri mahkota tertawa
maheswariPA_,iya kakak jangan gitu teman sama honorer gaji guru nya hari libur bayar kemarin di potong libur raya lain pokok cuma terima 500 ribu anak nya 5 tetap alhamdulillah lebaran cukup
asweetnight,gaji guru honorer 500 ribu bulan hadap keluar 38 juta bulan
ArekNdeso79,rokok 48 ribu bungkus hari bulan hampir 15 juta ngerokok tak kenal cuti sama tanggal merah ngalah ngalahi gaji guru honorer hanya 300 ribu 1 okok hidup 5 guru honorer hebat kan okok
dayetdimulai,kakak gaji full kayak maaf honorer guru 24 juta lumayan loh jogja tempat banyak dinas luar kalau bulan 2 berangkat bisa dapet tambah 2 lipat gaji kalau dulu suka ikut jarang banget ikut kerja cuman mau uang kerja mau
favserotonin,menteri utang akan buat bijak segala tunggak gaji guru honorer asn bumn wartawan media nasional media lunas juga pasti akan orang yang speakup soal gaji korupsi sila jangan gaji
bedakbayiiik,btw gaji suami guru honorer cuma 11 ada anak 1 bom beli susu diaper jajan anak belum nafas untuk tabung rekreasi tua mau mau ikut kerja gaji di bawah umr karena kerja susah banget cari atas umr
harrysofian,hitung matematika ekonomi indonesia masuk gaji guru honorer keluarga bawah umr anggap layak hidup bulan jabat gaji standar indonesia punya lhkpn gendut2 mau lulus s5 tidak akan bisa hitung nilai wajar
rubihmsyh,lebih kecil gaji guru honorer
Ahm_Muslim,guru honorer gaji 600 ribu bulan bayar 3 bulan sekali nasib hidup abdi mungkin anggap hidup makan batu kerikil
denliciousz,memang ui pelit nurunin ukt nya dulu kuliah bidikmksi paksa ngaret covid dikenain ukt maksimal 7 5 juta padahal kumpul berkas bopb lengkap saat ibu single parent guru honorer gaji cuma 1 5 juta tanggung 2 anak
andy28694567,tahu guru honorer gaji under 800 ribu gemeter lihat tweet
virgology_,yah begini nasib guru honorer gaji bulan bagi dikembaliin sekolah sekarang gaji pemda potong disdik camat
Yusuf51069839,potret guru sd indonesia cc guru honorer tanggung gaji kecil nekat ngaku-ngaku dosen calon mertua untung terima tetap ngenes gaji ngajar tak buat bekal rumah tangga
jinmatcha52,moga gaji awat guru honorer tingkat mereka sangat jasa
manabay_,dalam tahun kerja narik gerobak sampah gaji lebih gede gaji honorer guru
mojokdotco,guru honorer tanggung gaji kecil nekat ngaku-ngaku dosen calon mertua untung terima tetap ngenes gaji ngajar tak buat bekal rumah tangga
vsoyenaktauuu,keluarga doa moga terima dah minimal tidak honorer karena miris banget denger gaji honorer guru tuh kakak pun bilang p3k sekarang pada enak tinggal nunggu panggil beda sama dulu
h0xlywins,guru honorer gaji berapa entah nyaman banget kerja ku tawar kerja itu tidak minat kecuali kerja menit 5m sih tidak apa tertawa
Slowaja3,dengar baik video guru honorer gaji 200 ribu sini paham
crmbrle,alesannya 1 tes masuk guru baru masuk honorer susah bahkan kadang goib recruitmentnya 2 masalah gaji topik paling rame dibicarain kalang guru honorer 3 beban administratif meski semua guru sama kadang yang rela dapat jobdesk lebih biar panjang kontrak
inspirasion_,siapa bilang gaji guru pns dikit honorer iya malah lebih sejahtera guru asn kantor coba cek deh gaji tunjang
Pr1au0J4n9a,kampus ajar potong apa gaji guru honorer
Relizaa,dengan gaji guru honorer kelah sama exo ber ecer
BroAntony206,gaji guru 200 ribu bulan gaji guru honorer sesuai jam ajar ajar bulan
Lifetuneup,gaji guru honorer 3 bulan nih kakak
agungtrainer,benar jika guru honorer swasta ajak juang dapat hak demo naik gaji takut bahkan dibully guru juga
ssieun3004,padahal rumah itu bukan cuma rebah hari nyuci baju-nyetrika nyuci piring beberes rumah rumah bikin konten kerja juga itu biar gaji kaya guru honorer ini indonesia teman tidak pake seragam tidak kerja nama
daisyluev,bakal kejang kejang kali tau gaji guru honorer 500 ribu bulan ni napak tanah banget liat arogansi sama sekali tidak pernah ngobrol sama kang cilok kang siomay
hafidzar_,satu ken naikin gaji jabat satu naikin biaya haji terus ada rencana naikin gaji guru honorer umr pabrik gitu
koganenohikari,sisi pns guru nakes honorer gaji bulan kena potong pajak biaya sampe nakes bulan cuma terima 600 ribu mana pas demo mang bijak bareng langsung mecat tadi indonesia usah sok agam praktek gin marak
AbbeyNirmala,tiap daerah gaji guru honorer karna gaji guru honorer kan ambil dana bos sekarang perintah ngelarang rekrut guru honorer baru solusi sekarang guru ikut seleksi asn pppk gaji tara kaya pns
Nur60697237Siti,mirip gitu kerja dosen guru honorer beda raka pasti lulus s2 bahkan s3 juga tidak ada pasti karir apa gaji gede negeri memang abai ama tenaga ajar sehat duit lebih banyak hambur ranah politik
Dadan_WFauzie,di wakanda guru ribut terus urus status honorer gaji tidak dengar introspeksi soal kualitas intelektual guru rendah amoral tidak dedikasi bukan panggil jiwa tidak punya perilaku baik panutan henti jadi guru
OCHN,kata yang turun muara enim bukit asam gede gitu pltu tapi sering mati lampu mau apa aspek didik sodara guru honorer kota prabumulih hasil minyak gaji 300 ribu bulan pupuk sulit tani karet sawit mau contoh apa
Adriana21033305,lihat pak nadiem pilih program briliant seragam ganti daripada gaji guru honorer desain bagaimana me
y_moane,iya bang milih pimpin jujur kaya case gaji guru honorer kan dikit banget tetap potong kaya gin yang suka dzalim orang hidup bakal tenang
noir_ontwit,visi misi nya naikin gaji jabat guru honorer oke gas pk gas tuju indonesia emas
Reychan_A,tunggu janji prabowo gibran kata naik gaji guru apa gitu honorer gaji ada 1 juta
dariguruhonorer,sana guru honorer gaji bawah umk california
abdrianriz1992,inget kemarin diajuin nambah anggar belanja alutsista ada oknum guru cerewet twitter bilang apa kam perang lain mending duit gaji guru honorer lain sdm sendiri tidak sadar ancam
NurRizally,tidak mandatory spending jadi guru honorer paksa nerima gaji ada itu penting mandatory spending
Kays_2017,bukankah sama sejak awal kan tau gaji honorer rendah fakta bahwan guru seko penuh tetap banyak oknum datang kasih bisa honor tuju apa sih saya sih pasti tuju murni abdi panggil hati ya bu sekian sehat selalu
fathonahnazizah,kerdil kerja lain guru honorer gaji kecil kerjs sekolah samping ada yang guru les ngajar lebih 24 jam minggu asn ada tentu beban ngajar
DediTri37007688,tidak beli guru honorer gaji mana uang kan bayar gaji guru honorer
abyaby1256,1 triliun teman mending gaji guru honorer
sunflowerswill,aduh sistem didik masih acak kadut malah sibuk ganti seragam bapakk perata nya selesai kurikulum gaji guru honorer dulu
milonomnom,padahal tau gmna capek p3k asn tiap ketemu sma teman keluarga guru ngeluh sma bijak sekarang super duper mikir kalau honorer gaji 500 ribu cukup butuh hidup hari tidak oh mana tidak ngerasain tulang punggung sih
luvifah,mau ikhlas kaya hati bilang adil banget kerja guru honorer bahkan shadow teacher jatohnya gaji cuma 600 khibah cair 3 bulan sekali itu bagi 2 tertawa salah banget apa nagih sumpah aku yakin tidak bakal ngasih bahkan tengah
fathonahnazizah,nemu sih guru honorer kerja tau guru honorer negeri gaji cuma ada 2 pilih 1 sudah masuk dapodik daftar kemdikbud pake dana bos 2 belum masuk dapodik dana sekolah tidak dapodik sekolah jarang honorer beda swasta gaji gimana
_pRisiLLa,pandang enteng sekali eh mentang kerja dapa gaji kong cara mau nilai lain kaya apa sih cuma honorer guru penting kerja deng nda minta doi pa kita p tua f
fathulmunir50,serah guru honorer gimana naik gaji minimal umk tempat
Farida_Khairul,guru tk honorer kemaren ada thr alhamdulillah bingkis sembako uang 200 ribu anda dapat thr bulan gaji syukur
